name,phi,psi,theta,cnn_energy
biphenyl-twist,,,75.0,-290586.9804280628
biphenyl-twist,,,-90.0,-290587.5098317493
biphenyl-twist,,,90.0,-290585.5979817737
gly-gly,0.0,0.0,,-308908.4826752284
gly-gly,0.0,-100.0,,-308907.2015167811
gly-gly,0.0,100.0,,-308832.9173981288
gly-gly,0.0,-120.0,,-308815.4426437953
gly-gly,0.0,120.0,,-308906.3242737391
gly-gly,0.0,-140.0,,-308870.47988287
gly-gly,0.0,140.0,,-308832.95466772106
gly-gly,0.0,-160.0,,-308903.7650238612
gly-gly,0.0,160.0,,-308877.48313299206
gly-gly,0.0,-180.0,,-308829.6877686122
gly-gly,0.0,180.0,,-308906.8667389491
gly-gly,0.0,-20.0,,-308607.9565826991
gly-gly,0.0,20.0,,-308884.5084778407
gly-gly,0.0,-40.0,,-308907.9521271327
gly-gly,0.0,40.0,,-308829.7917725184
gly-gly,0.0,-60.0,,-308866.8095261195
gly-gly,0.0,60.0,,-308905.47312322643
gly-gly,0.0,-80.0,,-308837.47100225475
gly-gly,0.0,80.0,,-308855.7528702357
gly-gly,-100.0,0.0,,-308911.4424530604
gly-gly,100.0,0.0,,-308889.0946747401
gly-gly,-100.0,-100.0,,-308906.22686162975
gly-gly,-100.0,100.0,,-308911.14342657116
gly-gly,100.0,-100.0,,-308908.78461614635
gly-gly,100.0,100.0,,-308776.5592133143
gly-gly,-100.0,-120.0,,-308909.67162481335
gly-gly,-100.0,120.0,,-308903.96721807506
gly-gly,100.0,-120.0,,-308757.4442879298
gly-gly,100.0,120.0,,-308907.78418890026
gly-gly,-100.0,-140.0,,-308850.7114121058
gly-gly,-100.0,140.0,,-308856.72823492077
gly-gly,100.0,-140.0,,-308910.15290227917
gly-gly,100.0,140.0,,-308893.56235662487
gly-gly,-100.0,-160.0,,-308908.4285523036
gly-gly,-100.0,160.0,,-308908.55611578014
gly-gly,100.0,-160.0,,-308895.56795660045
gly-gly,100.0,160.0,,-308852.0486084559
gly-gly,-100.0,-180.0,,-308889.44407049206
gly-gly,-100.0,180.0,,-308902.64289251354
gly-gly,100.0,-180.0,,-308851.83343664196
gly-gly,100.0,180.0,,-308910.7749115565
gly-gly,-100.0,-20.0,,-308856.69646612194
gly-gly,-100.0,20.0,,-308873.4977051356
gly-gly,100.0,-20.0,,-308855.4639603236
gly-gly,100.0,20.0,,-308907.9669281581
gly-gly,-100.0,-40.0,,-308907.64080205944
gly-gly,-100.0,40.0,,-308896.9956604579
gly-gly,100.0,-40.0,,-308910.32785955456
gly-gly,100.0,40.0,,-308849.9922424891
gly-gly,-100.0,-60.0,,-308908.124704037
gly-gly,-100.0,60.0,,-308908.1541229823
gly-gly,100.0,-60.0,,-308849.265870724
gly-gly,100.0,60.0,,-308899.91785589245
gly-gly,-100.0,-80.0,,-308856.4695221522
gly-gly,-100.0,80.0,,-308837.43513647106
gly-gly,100.0,-80.0,,-308898.58680120495
gly-gly,100.0,80.0,,-308908.97921148327
gly-gly,-120.0,0.0,,-308888.1638886073
gly-gly,120.0,0.0,,-308911.8174530604
gly-gly,-120.0,-100.0,,-308909.1978851893
gly-gly,-120.0,100.0,,-308814.914182339
gly-gly,120.0,-100.0,,-308906.5207764247
gly-gly,120.0,100.0,,-308912.75896612194
gly-gly,-120.0,-120.0,,-308817.4311920741
gly-gly,-120.0,120.0,,-308909.0641266444
gly-gly,120.0,-120.0,,-308912.949716244
gly-gly,120.0,120.0,,-308905.08051458385
gly-gly,-120.0,-140.0,,-308911.8116089442
gly-gly,-120.0,140.0,,-308902.1910492518
gly-gly,120.0,-140.0,,-308870.6316315272
gly-gly,120.0,140.0,,-308873.1323792079
gly-gly,-120.0,-160.0,,-308896.8005920985
gly-gly,-120.0,160.0,,-308859.97280279186
gly-gly,120.0,-160.0,,-308908.46976629284
gly-gly,120.0,160.0,,-308909.20078435924
gly-gly,-120.0,-180.0,,-308869.2802063563
gly-gly,-120.0,180.0,,-308911.1153656581
gly-gly,120.0,-180.0,,-308901.2813202479
gly-gly,120.0,180.0,,-308905.4781738856
gly-gly,-120.0,-20.0,,-308879.82745519665
gly-gly,-120.0,20.0,,-308907.8672882655
gly-gly,120.0,-20.0,,-308868.6122376063
gly-gly,120.0,20.0,,-308882.8864914515
gly-gly,-120.0,-40.0,,-308909.642282162
gly-gly,-120.0,40.0,,-308861.74849096325
gly-gly,120.0,-40.0,,-308909.44727483776
gly-gly,120.0,40.0,,-308903.64835516
gly-gly,-120.0,-60.0,,-308854.06896368053
gly-gly,-120.0,60.0,,-308899.8736969569
gly-gly,120.0,-60.0,,-308909.3602997401
gly-gly,120.0,60.0,,-308909.54802862194
gly-gly,-120.0,-80.0,,-308903.34430852917
gly-gly,-120.0,80.0,,-308910.7521912196
gly-gly,120.0,-80.0,,-308867.59460607555
gly-gly,120.0,80.0,,-308865.1295563319
gly-gly,-140.0,0.0,,-308920.22921148327
gly-gly,140.0,0.0,,-308917.0001312831
gly-gly,-140.0,-100.0,,-308916.46805730846
gly-gly,-140.0,100.0,,-308918.92513433483
gly-gly,140.0,-100.0,,-308915.8772980311
gly-gly,140.0,100.0,,-308917.6895844081
gly-gly,-140.0,-120.0,,-308918.3145233729
gly-gly,-140.0,120.0,,-308917.0674378016
gly-gly,140.0,-120.0,,-308918.31308904674
gly-gly,140.0,120.0,,-308914.21372381237
gly-gly,-140.0,-140.0,,-308916.2629486659
gly-gly,-140.0,140.0,,-308915.5957581141
gly-gly,140.0,-140.0,,-308918.6773010829
gly-gly,140.0,140.0,,-308915.5947968104
gly-gly,-140.0,-160.0,,-308912.4594971278
gly-gly,-140.0,160.0,,-308914.45105901745
gly-gly,140.0,-160.0,,-308915.9094482997
gly-gly,140.0,160.0,,-308916.36229864147
gly-gly,-140.0,-180.0,,-308915.10828557995
gly-gly,-140.0,180.0,,-308915.4668671229
gly-gly,140.0,-180.0,,-308916.7130219081
gly-gly,140.0,180.0,,-308919.87194219616
gly-gly,-140.0,-20.0,,-308917.56403509167
gly-gly,-140.0,20.0,,-308915.8253265956
gly-gly,140.0,-20.0,,-308919.6225830653
gly-gly,140.0,20.0,,-308913.1446625331
gly-gly,-140.0,-40.0,,-308915.37488714245
gly-gly,-140.0,40.0,,-308915.9819885829
gly-gly,140.0,-40.0,,-308919.6062714198
gly-gly,140.0,40.0,,-308915.98285833385
gly-gly,-140.0,-60.0,,-308913.3695465663
gly-gly,-140.0,60.0,,-308913.4124847987
gly-gly,140.0,-60.0,,-308915.6062714198
gly-gly,140.0,60.0,,-308918.1711060145
gly-gly,-140.0,-80.0,,-308915.1982971766
gly-gly,-140.0,80.0,,-308917.1045624354
gly-gly,140.0,-80.0,,-308914.4278656581
gly-gly,140.0,80.0,,-308919.6531159022
gly-gly,-160.0,0.0,,-308917.64945379284
gly-gly,160.0,0.0,,-308917.20694891
gly-gly,-160.0,-100.0,,-308914.3487640956
gly-gly,-160.0,100.0,,-308914.73455205944
gly-gly,160.0,-100.0,,-308915.9708344081
gly-gly,160.0,100.0,,-308911.97657171276
gly-gly,-160.0,-120.0,,-308913.62807622936
gly-gly,-160.0,120.0,,-308916.2935883143
gly-gly,160.0,-120.0,,-308909.19994512585
gly-gly,160.0,120.0,,-308913.9318329432
gly-gly,-160.0,-140.0,,-308915.49598089245
gly-gly,-160.0,140.0,,-308917.4272400477
gly-gly,160.0,-140.0,,-308917.8403259852
gly-gly,160.0,140.0,,-308916.45800176647
gly-gly,-160.0,-160.0,,-308913.8669678309
gly-gly,-160.0,160.0,,-308915.07312932995
gly-gly,160.0,-160.0,,-308915.3020264247
gly-gly,160.0,160.0,,-308914.4672791102
gly-gly,-160.0,-180.0,,-308918.79020086315
gly-gly,-160.0,180.0,,-308916.567773495
gly-gly,160.0,-180.0,,-308918.80861822155
gly-gly,160.0,180.0,,-308917.0327393153
gly-gly,-160.0,-20.0,,-308904.64817205456
gly-gly,-160.0,20.0,,-308916.8229462245
gly-gly,160.0,-20.0,,-308905.7136475184
gly-gly,160.0,20.0,,-308915.3854004481
gly-gly,-160.0,-40.0,,-308916.2600342372
gly-gly,-160.0,40.0,,-308918.3973785975
gly-gly,160.0,-40.0,,-308916.50782171276
gly-gly,160.0,40.0,,-308917.94936529186
gly-gly,-160.0,-60.0,,-308915.229013119
gly-gly,-160.0,60.0,,-308914.90418401745
gly-gly,160.0,-60.0,,-308916.2400757411
gly-gly,160.0,60.0,,-308916.45052495983
gly-gly,-160.0,-80.0,,-308916.5803162196
gly-gly,-160.0,80.0,,-308914.03948370006
gly-gly,160.0,-80.0,,-308917.47364202526
gly-gly,160.0,80.0,,-308917.24108282116
gly-gly,-180.0,0.0,,-308917.4732910731
gly-gly,180.0,0.0,,-308919.13169256237
gly-gly,-180.0,-100.0,,-308916.3046509364
gly-gly,-180.0,100.0,,-308913.6892944911
gly-gly,180.0,-100.0,,-308916.38634649303
gly-gly,180.0,100.0,,-308918.06212774303
gly-gly,-180.0,-120.0,,-308913.8431488612
gly-gly,-180.0,120.0,,-308915.45563665417
gly-gly,180.0,-120.0,,-308917.7235962489
gly-gly,180.0,120.0,,-308917.0893646815
gly-gly,-180.0,-140.0,,-308918.4996430018
gly-gly,-180.0,140.0,,-308916.42481390026
gly-gly,180.0,-140.0,,-308915.17736211803
gly-gly,180.0,140.0,,-308917.18541875866
gly-gly,-180.0,-160.0,,-308915.5195099452
gly-gly,-180.0,160.0,,-308917.03026739147
gly-gly,180.0,-160.0,,-308914.5327087977
gly-gly,180.0,160.0,,-308914.1494690516
gly-gly,-180.0,-180.0,,-308917.51548162487
gly-gly,-180.0,180.0,,-308919.12992254284
gly-gly,180.0,-180.0,,-308916.80947271374
gly-gly,180.0,180.0,,-308918.3502289393
gly-gly,-180.0,-20.0,,-308917.31672063854
gly-gly,-180.0,20.0,,-308914.22185674694
gly-gly,180.0,-20.0,,-308915.3039642909
gly-gly,180.0,20.0,,-308916.34656682995
gly-gly,-180.0,-40.0,,-308918.18807378795
gly-gly,-180.0,40.0,,-308918.95606390026
gly-gly,180.0,-40.0,,-308916.9485107997
gly-gly,180.0,40.0,,-308915.5728088954
gly-gly,-180.0,-60.0,,-308917.29816595104
gly-gly,-180.0,60.0,,-308916.8961731532
gly-gly,180.0,-60.0,,-308914.6364075282
gly-gly,180.0,60.0,,-308915.2627655604
gly-gly,-180.0,-80.0,,-308916.4371887782
gly-gly,-180.0,80.0,,-308920.1980682948
gly-gly,180.0,-80.0,,-308918.20214239147
gly-gly,180.0,80.0,,-308915.488488827
gly-gly,-20.0,0.0,,-308913.7319428065
gly-gly,20.0,0.0,,-308915.9450928309
gly-gly,-20.0,-100.0,,-308917.05166021374
gly-gly,-20.0,100.0,,-308912.6259552577
gly-gly,20.0,-100.0,,-308912.656747494
gly-gly,20.0,100.0,,-308916.1680542567
gly-gly,-20.0,-120.0,,-308915.0795990565
gly-gly,-20.0,120.0,,-308915.3460632899
gly-gly,20.0,-120.0,,-308917.4908539393
gly-gly,20.0,120.0,,-308911.9378601649
gly-gly,-20.0,-140.0,,-308915.37211004284
gly-gly,-20.0,140.0,,-308912.0366303065
gly-gly,20.0,-140.0,,-308917.15836492565
gly-gly,20.0,140.0,,-308911.66144720104
gly-gly,-20.0,-160.0,,-308906.580285702
gly-gly,-20.0,160.0,,-308905.56182256725
gly-gly,20.0,-160.0,,-308914.3597504237
gly-gly,20.0,160.0,,-308913.2099091151
gly-gly,-20.0,-180.0,,-308911.5550934413
gly-gly,-20.0,180.0,,-308913.9791657069
gly-gly,20.0,-180.0,,-308912.31514898327
gly-gly,20.0,180.0,,-308921.8837219813
gly-gly,-20.0,-20.0,,-308918.24680486706
gly-gly,-20.0,20.0,,-308911.8614441493
gly-gly,20.0,-20.0,,-308918.59028020885
gly-gly,20.0,20.0,,-308908.5479828456
gly-gly,-20.0,-40.0,,-308913.3555389979
gly-gly,-20.0,40.0,,-308910.6860901454
gly-gly,20.0,-40.0,,-308921.50476995495
gly-gly,20.0,40.0,,-308912.7950531581
gly-gly,-20.0,-60.0,,-308905.8757568934
gly-gly,-20.0,60.0,,-308908.5593964198
gly-gly,20.0,-60.0,,-308913.41869512585
gly-gly,20.0,60.0,,-308915.04175725963
gly-gly,-20.0,-80.0,,-308912.68792120006
gly-gly,-20.0,80.0,,-308915.0908905604
gly-gly,20.0,-80.0,,-308909.92675176647
gly-gly,20.0,80.0,,-308916.2376648524
gly-gly,-40.0,0.0,,-308918.12096563366
gly-gly,40.0,0.0,,-308917.78586736706
gly-gly,-40.0,-100.0,,-308916.596780453
gly-gly,-40.0,100.0,,-308917.67286077526
gly-gly,40.0,-100.0,,-308916.8325592616
gly-gly,40.0,100.0,,-308913.6477142909
gly-gly,-40.0,-120.0,,-308918.33535162
gly-gly,-40.0,120.0,,-308915.65877691295
gly-gly,40.0,-120.0,,-308911.97614446667
gly-gly,40.0,120.0,,-308915.02707830456
gly-gly,-40.0,-140.0,,-308915.69616094616
gly-gly,-40.0,140.0,,-308917.6073700526
gly-gly,40.0,-140.0,,-308919.07212224987
gly-gly,40.0,140.0,,-308915.2177216151
gly-gly,-40.0,-160.0,,-308914.28841558483
gly-gly,-40.0,160.0,,-308914.0951325038
gly-gly,40.0,-160.0,,-308917.1914917567
gly-gly,40.0,160.0,,-308918.0302216151
gly-gly,-40.0,-180.0,,-308917.26117864635
gly-gly,-40.0,180.0,,-308917.6971069911
gly-gly,40.0,-180.0,,-308916.6666962245
gly-gly,40.0,180.0,,-308918.6099945643
gly-gly,-40.0,-20.0,,-308914.58291021374
gly-gly,-40.0,20.0,,-308914.9077240565
gly-gly,40.0,-20.0,,-308916.3507019618
gly-gly,40.0,20.0,,-308915.1430908778
gly-gly,-40.0,-40.0,,-308916.4543701747
gly-gly,-40.0,40.0,,-308916.34824529674
gly-gly,40.0,-40.0,,-308917.91143194225
gly-gly,40.0,40.0,,-308919.4816376307
gly-gly,-40.0,-60.0,,-308914.98230901745
gly-gly,-40.0,60.0,,-308914.7736298182
gly-gly,40.0,-60.0,,-308917.71140447643
gly-gly,40.0,60.0,,-308917.0838257411
gly-gly,-40.0,-80.0,,-308916.23647466686
gly-gly,-40.0,80.0,,-308914.8496948817
gly-gly,40.0,-80.0,,-308916.35396734264
gly-gly,40.0,80.0,,-308920.24317327526
gly-gly,-60.0,0.0,,-308915.86176458385
gly-gly,60.0,0.0,,-308917.06936040905
gly-gly,-60.0,-100.0,,-308915.853219662
gly-gly,-60.0,100.0,,-308912.3796631434
gly-gly,60.0,-100.0,,-308916.2816559413
gly-gly,60.0,100.0,,-308916.9600311854
gly-gly,-60.0,-120.0,,-308910.76986089733
gly-gly,-60.0,120.0,,-308913.83626714733
gly-gly,60.0,-120.0,,-308914.685464535
gly-gly,60.0,120.0,,-308916.40168157604
gly-gly,-60.0,-140.0,,-308917.5557800868
gly-gly,-60.0,140.0,,-308917.9810883143
gly-gly,60.0,-140.0,,-308914.37850347545
gly-gly,60.0,140.0,,-308919.125787411
gly-gly,-60.0,-160.0,,-308915.63160100963
gly-gly,-60.0,160.0,,-308917.7027985194
gly-gly,60.0,-160.0,,-308914.9451386073
gly-gly,60.0,160.0,,-308914.9169098475
gly-gly,-60.0,-180.0,,-308917.4934174159
gly-gly,-60.0,180.0,,-308917.72030035045
gly-gly,60.0,-180.0,,-308917.6745850184
gly-gly,60.0,180.0,,-308917.96544805553
gly-gly,-60.0,-20.0,,-308908.66158453014
gly-gly,-60.0,20.0,,-308914.7333160975
gly-gly,60.0,-20.0,,-308905.4229828456
gly-gly,60.0,20.0,,-308915.7911469081
gly-gly,-60.0,-40.0,,-308916.85202947643
gly-gly,-60.0,40.0,,-308918.50937810924
gly-gly,60.0,-40.0,,-308916.7105957606
gly-gly,60.0,40.0,,-308918.0084473231
gly-gly,-60.0,-60.0,,-308916.16689458874
gly-gly,-60.0,60.0,,-308916.5664764979
gly-gly,60.0,-60.0,,-308916.19045415905
gly-gly,60.0,60.0,,-308915.759469662
gly-gly,-60.0,-80.0,,-308916.76539007213
gly-gly,-60.0,80.0,,-308916.8472076991
gly-gly,60.0,-80.0,,-308917.02568975475
gly-gly,60.0,80.0,,-308913.56392828014
gly-gly,-80.0,0.0,,-308917.01049200085
gly-gly,80.0,0.0,,-308921.18152776745
gly-gly,-80.0,-100.0,,-308915.0217224696
gly-gly,-80.0,100.0,,-308917.43651739147
gly-gly,80.0,-100.0,,-308918.74471441295
gly-gly,80.0,100.0,,-308919.1543671229
gly-gly,-80.0,-120.0,,-308917.5588318446
gly-gly,-80.0,120.0,,-308913.79367986706
gly-gly,80.0,-120.0,,-308918.3536469081
gly-gly,80.0,120.0,,-308916.9230896571
gly-gly,-80.0,-140.0,,-308919.51813665417
gly-gly,-80.0,140.0,,-308914.9113556483
gly-gly,80.0,-140.0,,-308916.91381231335
gly-gly,80.0,140.0,,-308915.19226995495
gly-gly,-80.0,-160.0,,-308916.3635498622
gly-gly,-80.0,160.0,,-308915.4331146815
gly-gly,80.0,-160.0,,-308912.21082464245
gly-gly,80.0,160.0,,-308912.16547552135
gly-gly,-80.0,-180.0,,-308916.46000066784
gly-gly,-80.0,180.0,,-308919.9191681483
gly-gly,80.0,-180.0,,-308914.1453339198
gly-gly,80.0,180.0,,-308914.98259893444
gly-gly,-80.0,-20.0,,-308919.2820526698
gly-gly,-80.0,20.0,,-308913.2063080409
gly-gly,80.0,-20.0,,-308917.5376373866
gly-gly,80.0,20.0,,-308915.1890961268
gly-gly,-80.0,-40.0,,-308920.4500214198
gly-gly,-80.0,40.0,,-308915.7201019862
gly-gly,80.0,-40.0,,-308915.8601318934
gly-gly,80.0,40.0,,-308914.8934876063
gly-gly,-80.0,-60.0,,-308916.19590154674
gly-gly,-80.0,60.0,,-308917.00432745006
gly-gly,80.0,-60.0,,-308913.09864202526
gly-gly,80.0,60.0,,-308912.9367767909
gly-gly,-80.0,-80.0,,-308914.80121770885
gly-gly,-80.0,80.0,,-308920.79268804577
gly-gly,80.0,-80.0,,-308915.5753876307
gly-gly,80.0,80.0,,-308915.96447149303
sucrose,,,0.0,-814099.6536772514
sucrose,,,-100.0,-813371.9774687553
sucrose,,,100.0,-813863.1775114799
sucrose,,,-120.0,-813389.7683928276
sucrose,,,120.0,-813763.3710882927
sucrose,,,-140.0,-813387.1000273491
sucrose,,,140.0,-813872.5068266655
sucrose,,,-160.0,-813753.019144323
sucrose,,,160.0,-813568.2894499565
sucrose,,,-180.0,-813565.9653227592
sucrose,,,180.0,-813564.0672514702
sucrose,,,-20.0,-814058.5579436088
sucrose,,,20.0,-814082.844900396
sucrose,,,-40.0,-813633.8414824272
sucrose,,,40.0,-813993.8369200493
sucrose,,,-60.0,-813153.6620085503
sucrose,,,60.0,-813959.4276640678
sucrose,,,-80.0,-813324.8372710014
sucrose,,,80.0,-813995.9408018852
